"date_report","province","c_daily","c_cum","d_daily","d_cum","r_cum","t_cum"
2020-04-27,"Ontario",456,15852,57,1002,8525,242188
2020-04-27,"Prince Edward Island",0,26,0,0,24,2773
2020-04-27,"Quebec",870,24969,84,1599,5517,200172
2020-04-27,"Repatriated",0,13,0,0,13,0
2020-04-27,"Saskatchewan",12,365,1,5,288,26642
2020-04-27,"Yukon",0,11,0,0,8,919
2020-04-28,"Alberta",159,4850,5,80,1800,138681
2020-04-28,"British Columbia",55,2053,2,105,1231,80888
2020-04-28,"Manitoba",0,272,0,6,209,23857
2020-04-28,"New Brunswick",0,118,0,0,114,13430
2020-04-28,"Newfoundland and Labrador",0,258,0,3,222,7955
2020-04-28,"NorthWest",0,5,0,0,5,1684
2020-04-28,"Nova Scotia",15,915,3,27,522,27817
2020-04-28,"Nunavut",0,0,0,0,0,550
2020-04-28,"Ontario",458,16310,48,1050,8964,253040
2020-04-28,"Prince Edward Island",1,27,0,0,24,2805
2020-04-28,"Quebec",777,25746,83,1682,5841,204472
2020-04-28,"Repatriated",0,13,0,0,13,0
2020-04-28,"Saskatchewan",1,366,0,5,291,26915
2020-04-28,"Yukon",0,11,0,0,8,953
2020-04-29,"Alberta",315,5165,7,87,1953,143886
2020-04-29,"British Columbia",34,2087,4,109,1305,83425
2020-04-29,"Manitoba",1,273,0,6,213,24304
2020-04-29,"New Brunswick",0,118,0,0,114,13699
2020-04-29,"Newfoundland and Labrador",0,258,0,3,225,8220
2020-04-29,"NorthWest",0,5,0,0,5,1710
2020-04-29,"Nova Scotia",20,935,1,28,529,28421
2020-04-29,"Nunavut",0,0,0,0,0,580
2020-04-29,"Ontario",463,16773,83,1133,9612,264594
2020-04-29,"Prince Edward Island",0,27,0,0,24,2925
2020-04-29,"Quebec",843,26589,79,1761,6048,208979
2020-04-29,"Repatriated",0,13,0,0,13,0
2020-04-29,"Saskatchewan",17,383,1,6,291,27328
2020-04-29,"Yukon",0,11,0,0,8,973
2020-04-30,"Alberta",190,5355,2,89,2161,148937
2020-04-30,"British Columbia",24,2111,2,111,1322,86030
2020-04-30,"Manitoba",2,275,0,6,220,24723
2020-04-30,"New Brunswick",0,118,0,0,114,14117
2020-04-30,"Newfoundland and Labrador",0,258,0,3,225,8376
2020-04-30,"NorthWest",0,5,0,0,5,1736
2020-04-30,"Nova Scotia",12,947,0,28,545,29156
2020-04-30,"Nunavut",0,0,0,0,0,602
2020-04-30,"Ontario",391,17164,43,1176,10205,277522
2020-04-30,"Prince Edward Island",0,27,0,0,24,3036
2020-04-30,"Quebec",948,27537,98,1859,6299,214047
2020-04-30,"Repatriated",0,13,0,0,13,0
2020-04-30,"Saskatchewan",6,389,0,6,295,27786
2020-04-30,"Yukon",0,11,0,0,9,984
2020-05-01,"Alberta",218,5573,3,92,2359,153766
2020-05-01,"British Columbia",33,2144,1,112,1357,88670
2020-05-01,"Manitoba",4,279,0,6,235,25402
2020-05-01,"New Brunswick",0,118,0,0,116,14642
2020-05-01,"Newfoundland and Labrador",1,259,0,3,230,8552
2020-05-01,"NorthWest",0,5,0,0,5,1758
2020-05-01,"Nova Scotia",12,959,1,29,592,29842
2020-05-01,"Nunavut",0,0,0,0,0,602
2020-05-01,"Ontario",552,17716,61,1237,10825,294054
2020-05-01,"Prince Edward Island",0,27,0,0,24,3111
2020-05-01,"Quebec",1110,28647,163,2022,6700,219367
2020-05-01,"Repatriated",0,13,0,0,13,0
2020-05-01,"Saskatchewan",26,415,0,6,297,28417
2020-05-01,"Yukon",0,11,0,0,11,999
2020-05-02,"Alberta",96,5669,2,94,2534,157517
2020-05-02,"British Columbia",26,2170,2,114,1376,88670
2020-05-02,"Manitoba",0,279,0,6,236,26169
2020-05-02,"New Brunswick",0,118,0,0,118,15058
2020-05-02,"Newfoundland and Labrador",0,259,0,3,231,8716
2020-05-02,"NorthWest",0,5,0,0,5,1794
2020-05-02,"Nova Scotia",4,963,2,31,609,30369
2020-05-02,"Nunavut",0,0,0,0,0,602
2020-05-02,"Ontario",438,18154,27,1264,11390,310359
2020-05-02,"Prince Edward Island",0,27,0,0,24,3111
2020-05-02,"Quebec",1008,29655,114,2136,6965,224831
2020-05-02,"Repatriated",0,13,0,0,13,0
2020-05-02,"Saskatchewan",6,421,0,6,302,28841
2020-05-02,"Yukon",0,11,0,0,11,1019
2020-05-03,"Alberta",93,5762,1,95,2713,161245
2020-05-03,"British Columbia",0,2170,0,114,1376,88670
2020-05-03,"Manitoba",1,280,0,6,237,26806
2020-05-03,"New Brunswick",0,118,0,0,118,15366
2020-05-03,"Newfoundland and Labrador",0,259,0,3,232,8833
2020-05-03,"NorthWest",0,5,0,0,5,1810
2020-05-03,"Nova Scotia",8,971,6,37,624,30916
2020-05-03,"Nunavut",0,0,0,0,0,602
2020-05-03,"Ontario",243,18397,38,1302,12005,327505
2020-05-03,"Prince Edward Island",0,27,0,0,24,3111
2020-05-03,"Quebec",2203,31858,69,2205,7258,230864
2020-05-03,"Repatriated",0,13,0,0,13,0
2020-05-03,"Saskatchewan",12,433,0,6,305,29498
2020-05-03,"Yukon",0,11,0,0,11,1023
2020-05-04,"Alberta",74,5836,9,104,2942,164722
2020-05-04,"British Columbia",53,2223,3,117,1417,96517
2020-05-04,"Manitoba",0,280,0,6,238,27446
2020-05-04,"New Brunswick",0,118,0,0,118,15585
2020-05-04,"Newfoundland and Labrador",0,259,0,3,233,8961
2020-05-04,"NorthWest",0,5,0,0,5,1812
2020-05-04,"Nova Scotia",14,985,1,38,638,31426
2020-05-04,"Nunavut",0,0,0,0,0,703
2020-05-04,"Ontario",548,18945,124,1426,12505,342060
2020-05-04,"Prince Edward Island",0,27,0,0,25,3356
2020-05-04,"Quebec",759,32617,75,2280,7578,235136
2020-05-04,"Repatriated",0,13,0,0,13,0
2020-05-04,"Saskatchewan",34,467,0,6,307,30171
2020-05-04,"Yukon",0,11,0,0,11,1028
2020-05-05,"Alberta",57,5893,2,106,3219,167015
2020-05-05,"British Columbia",8,2231,4,121,1472,98199
2020-05-05,"Manitoba",1,281,1,7,238,27775
2020-05-05,"New Brunswick",1,119,0,0,118,15756
2020-05-05,"Newfoundland and Labrador",0,259,0,3,241,9139
2020-05-05,"NorthWest",0,5,0,0,5,1837
2020-05-05,"Nova Scotia",6,991,3,41,652,31975
2020-05-05,"Nunavut",0,0,0,0,0,703
2020-05-05,"Ontario",380,19325,59,1485,12779,352714
2020-05-05,"Prince Edward Island",0,27,0,0,25,3356
2020-05-05,"Quebec",795,33412,118,2398,7923,239241
2020-05-05,"Repatriated",0,13,0,0,13,0
2020-05-05,"Saskatchewan",20,487,0,6,310,30664
2020-05-05,"Yukon",0,11,0,0,11,1041
2020-05-06,"Alberta",70,5963,6,112,3552,170509
2020-05-06,"British Columbia",23,2254,3,124,1494,100093
2020-05-06,"Manitoba",2,283,0,7,242,28294
2020-05-06,"New Brunswick",1,120,0,0,118,16246
2020-05-06,"Newfoundland and Labrador",0,259,0,3,244,9296
2020-05-06,"NorthWest",0,5,0,0,5,1855
2020-05-06,"Nova Scotia",7,998,0,41,661,32539
2020-05-06,"Nunavut",0,0,0,0,0,778
2020-05-06,"Ontario",449,19774,59,1544,13222,365675
2020-05-06,"Prince Edward Island",0,27,0,0,26,3583
2020-05-06,"Quebec",910,34322,112,2510,8284,250654
2020-05-06,"Repatriated",0,13,0,0,13,0
2020-05-06,"Saskatchewan",25,512,0,6,312,31247
2020-05-06,"Yukon",0,11,0,0,11,1054
2020-05-07,"Alberta",54,6017,2,114,3809,174327
2020-05-07,"British Columbia",31,2285,2,126,1512,102710
2020-05-07,"Manitoba",0,283,0,7,243,28810
2020-05-07,"New Brunswick",0,120,0,0,118,16625
2020-05-07,"Newfoundland and Labrador",1,260,0,3,244,9458
2020-05-07,"NorthWest",0,5,0,0,5,1878
2020-05-07,"Nova Scotia",9,1007,3,44,708,33296
2020-05-07,"Nunavut",0,0,0,0,0,778
2020-05-07,"Ontario",481,20255,47,1591,13569,380854
2020-05-07,"Prince Edward Island",0,27,0,0,26,3583
2020-05-07,"Quebec",915,35237,121,2631,8673,259794
2020-05-07,"Repatriated",0,13,0,0,13,0
2020-05-07,"Saskatchewan",19,531,0,6,329,31926
2020-05-07,"Yukon",0,11,0,0,11,1065
2020-05-08,"Alberta",81,6098,1,115,4020,177559
2020-05-08,"British Columbia",29,2314,1,127,1579,104994
2020-05-08,"Manitoba",1,284,0,7,247,29343
2020-05-08,"New Brunswick",0,120,0,0,118,17029
2020-05-08,"Newfoundland and Labrador",0,260,0,3,244,9592
2020-05-08,"NorthWest",0,5,0,0,5,1878
2020-05-08,"Nova Scotia",1,1008,2,46,722,33843
2020-05-08,"Nunavut",0,0,0,0,0,805
2020-05-08,"Ontario",430,20685,57,1648,13990,397149
2020-05-08,"Prince Edward Island",0,27,0,0,27,3782
2020-05-08,"Quebec",913,36150,94,2725,8928,266444
2020-05-08,"Repatriated",0,13,0,0,13,0
2020-05-08,"Saskatchewan",13,544,0,6,335,32620
2020-05-08,"Yukon",0,11,0,0,11,1075
2020-05-09,"Alberta",59,6157,1,116,4204,181107
2020-05-09,"British Columbia",15,2329,2,129,1659,104994
2020-05-09,"Manitoba",0,284,0,7,247,30014
2020-05-09,"New Brunswick",0,120,0,0,118,17426
2020-05-09,"Newfoundland and Labrador",0,260,0,3,244,9700
2020-05-09,"NorthWest",0,5,0,0,5,1911
2020-05-09,"Nova Scotia",3,1011,1,47,743,34201
2020-05-09,"Nunavut",0,0,0,0,0,805
2020-05-09,"Ontario",320,21005,60,1708,14383,416376
2020-05-09,"Prince Edward Island",0,27,0,0,27,3782
2020-05-09,"Quebec",836,36986,61,2786,9268,276787
2020-05-09,"Repatriated",0,13,0,0,13,0
2020-05-09,"Saskatchewan",9,553,0,6,340,33453
2020-05-09,"Yukon",0,11,0,0,11,1082
2020-05-10,"Alberta",96,6253,1,117,4389,185293
2020-05-10,"British Columbia",0,2329,0,129,1659,104994
2020-05-10,"Manitoba",3,287,0,7,247,30647
2020-05-10,"New Brunswick",0,120,0,0,118,17772
2020-05-10,"Newfoundland and Labrador",0,260,0,3,244,9821
2020-05-10,"NorthWest",0,5,0,0,5,1930
2020-05-10,"Nova Scotia",7,1018,0,47,749,34597
2020-05-10,"Nunavut",0,0,0,0,0,805
2020-05-10,"Ontario",315,21320,18,1726,14772,433994
2020-05-10,"Prince Edward Island",0,27,0,0,27,3782
2020-05-10,"Quebec",735,37721,142,2928,9526,278389
2020-05-10,"Repatriated",0,13,0,0,13,0
2020-05-10,"Saskatchewan",11,564,0,6,349,34093
2020-05-10,"Yukon",0,11,0,0,11,1088
2020-05-11,"Alberta",47,6300,0,117,4659,188157
2020-05-11,"British Columbia",23,2352,1,130,1719,111498
2020-05-11,"Manitoba",2,289,0,7,247,31029
2020-05-11,"New Brunswick",0,120,0,0,118,18062
2020-05-11,"Newfoundland and Labrador",0,260,0,3,244,9900
2020-05-11,"NorthWest",0,5,0,0,5,1944
2020-05-11,"Nova Scotia",1,1019,1,48,767,34888
2020-05-11,"Nunavut",0,0,0,0,0,838
2020-05-11,"Ontario",362,21682,49,1775,15131,447964
2020-05-11,"Prince Edward Island",0,27,0,0,27,4037
2020-05-11,"Quebec",748,38469,85,3013,9703,284239
2020-05-11,"Repatriated",0,13,0,0,13,0
2020-05-11,"Saskatchewan",4,568,0,6,363,34585
2020-05-11,"Yukon",0,11,0,0,11,1094
2020-05-12,"Alberta",45,6345,1,118,4866,191330
2020-05-12,"British Columbia",7,2359,1,131,1832,112994
2020-05-12,"Manitoba",0,289,0,7,251,31440
2020-05-12,"New Brunswick",0,120,0,0,118,18379
2020-05-12,"Newfoundland and Labrador",0,260,0,3,247,10052
2020-05-12,"NorthWest",0,5,0,0,5,1945
2020-05-12,"Nova Scotia",1,1020,0,48,864,35224
2020-05-12,"Nunavut",0,0,0,0,0,838
2020-05-12,"Ontario",344,22026,63,1838,15391,459921
2020-05-12,"Prince Edward Island",0,27,0,0,27,4037
2020-05-12,"Quebec",756,39225,118,3131,10056,290888
2020-05-12,"Repatriated",0,13,0,0,13,0
2020-05-12,"Saskatchewan",5,573,0,6,374,34801
2020-05-12,"Yukon",0,11,0,0,11,1106
2020-05-13,"Alberta",62,6407,2,120,5076,195402
2020-05-13,"British Columbia",17,2376,1,132,1859,114761
2020-05-13,"Manitoba",0,289,0,7,251,31946
2020-05-13,"New Brunswick",0,120,0,0,118,18858
2020-05-13,"Newfoundland and Labrador",0,260,0,3,247,10152
2020-05-13,"NorthWest",0,5,0,0,5,1960
2020-05-13,"Nova Scotia",4,1024,3,51,870,35628
2020-05-13,"Nunavut",0,0,0,0,0,881
2020-05-13,"Ontario",357,22383,32,1870,15845,475058
2020-05-13,"Prince Edward Island",0,27,0,0,27,4301
2020-05-13,"Quebec",705,39930,89,3220,10470,296528
2020-05-13,"Repatriated",0,13,0,0,13,0
2020-05-13,"Saskatchewan",4,577,0,6,385,35189
2020-05-13,"Yukon",0,11,0,0,11,1112
2020-05-14,"Alberta",50,6457,1,121,5205,200218
2020-05-14,"British Columbia",15,2391,3,135,1885,116764
2020-05-14,"Manitoba",0,289,0,7,252,32244
2020-05-14,"New Brunswick",0,120,0,0,118,19307
2020-05-14,"Newfoundland and Labrador",0,260,0,3,248,10275
2020-05-14,"NorthWest",0,5,0,0,5,1977
2020-05-14,"Nova Scotia",2,1026,0,51,909,36030
2020-05-14,"Nunavut",0,0,0,0,0,881
2020-05-14,"Ontario",358,22741,31,1901,16204,492487
2020-05-14,"Prince Edward Island",0,27,0,0,27,4301
2020-05-14,"Quebec",793,40723,131,3351,10829,302929
2020-05-14,"Repatriated",0,13,0,0,13,0
2020-05-14,"Saskatchewan",5,582,0,6,398,35664
2020-05-14,"Yukon",0,11,0,0,11,1119
2020-05-15,"Alberta",57,6514,4,125,5317,204723
2020-05-15,"British Columbia",15,2406,5,140,1908,118335
2020-05-15,"Manitoba",0,289,0,7,254,33045
2020-05-15,"New Brunswick",0,120,0,0,119,19713
2020-05-15,"Newfoundland and Labrador",0,260,0,3,248,10346
2020-05-15,"NorthWest",0,5,0,0,5,1989
2020-05-15,"Nova Scotia",8,1034,4,55,918,36409
2020-05-15,"Nunavut",0,0,0,0,0,907
2020-05-15,"Ontario",393,23134,24,1925,16641,510841
2020-05-15,"Prince Edward Island",0,27,0,0,27,4556
2020-05-15,"Quebec",697,41420,50,3401,11039,310868
2020-05-15,"Repatriated",0,13,0,0,13,0
2020-05-15,"Saskatchewan",8,590,0,6,408,36086
2020-05-15,"Yukon",0,11,0,0,11,1124
2020-05-16,"Alberta",72,6586,1,126,5377,209317
2020-05-16,"British Columbia",21,2427,1,141,1932,118335
2020-05-16,"Manitoba",0,289,0,7,257,33953
2020-05-16,"New Brunswick",0,120,0,0,120,20032
2020-05-16,"Newfoundland and Labrador",0,260,0,3,249,10525
2020-05-16,"NorthWest",0,5,0,0,5,2006
2020-05-16,"Nova Scotia",3,1037,0,55,930,36740
2020-05-16,"Nunavut",0,0,0,0,0,907
2020-05-16,"Ontario",373,23507,34,1959,17020,528609
2020-05-16,"Prince Edward Island",0,27,0,0,27,4556
2020-05-16,"Quebec",763,42183,82,3483,11458,319472
2020-05-16,"Repatriated",0,13,0,0,13,0
2020-05-16,"Saskatchewan",1,591,0,6,433,36817
2020-05-16,"Yukon",0,11,0,0,11,1124
2020-05-17,"Alberta",57,6643,1,127,5453,213078
2020-05-17,"British Columbia",0,2427,0,141,1932,118335
2020-05-17,"Manitoba",0,289,0,7,257,34715
2020-05-17,"New Brunswick",0,120,0,0,120,20317
2020-05-17,"Newfoundland and Labrador",0,260,0,3,249,10623
2020-05-17,"NorthWest",0,5,0,0,5,2022
2020-05-17,"Nova Scotia",3,1040,0,55,938,37010
2020-05-17,"Nunavut",0,0,0,0,0,907
2020-05-17,"Ontario",330,23837,23,1982,17360,544826
2020-05-17,"Prince Edward Island",0,27,0,0,27,4556
2020-05-17,"Quebec",735,42918,79,3562,11754,327782
2020-05-17,"Repatriated",0,13,0,0,13,0
2020-05-17,"Saskatchewan",1,592,0,6,444,37403
2020-05-17,"Yukon",0,11,0,0,11,1124
2020-05-18,"Alberta",39,6682,1,128,5519,216536
2020-05-18,"British Columbia",16,2443,2,143,1966,118335
2020-05-18,"Manitoba",1,290,0,7,257,35200
2020-05-18,"New Brunswick",0,120,0,0,120,20563
2020-05-18,"Newfoundland and Labrador",0,260,0,3,249,10676
2020-05-18,"NorthWest",0,5,0,0,5,2034
2020-05-18,"Nova Scotia",3,1043,0,55,946,37306
2020-05-18,"Nunavut",0,0,0,0,0,948
2020-05-18,"Ontario",308,24145,20,2002,17638,553981
2020-05-18,"Prince Edward Island",0,27,0,0,27,4556
2020-05-18,"Quebec",709,43627,34,3596,12045,335232
2020-05-18,"Repatriated",0,13,0,0,13,0
2020-05-18,"Saskatchewan",0,592,0,6,455,37697
2020-05-18,"Yukon",0,11,0,0,11,1124
2020-05-19,"Alberta",33,6715,0,128,5584,218964
2020-05-19,"British Columbia",2,2445,3,146,1975,125044
2020-05-19,"Manitoba",0,290,0,7,257,35578
2020-05-19,"New Brunswick",0,120,0,0,120,20791
2020-05-19,"Newfoundland and Labrador",0,260,0,3,250,10747
2020-05-19,"NorthWest",0,5,0,0,5,2034
2020-05-19,"Nova Scotia",1,1044,1,56,956,37482
2020-05-19,"Nunavut",0,0,0,0,0,948
2020-05-19,"Ontario",502,24647,15,2017,17898,559794
2020-05-19,"Prince Edward Island",0,27,0,0,27,4556
2020-05-19,"Quebec",570,44197,51,3647,12497,341102
2020-05-19,"Repatriated",0,13,0,0,13,0
2020-05-19,"Saskatchewan",7,599,0,6,470,38064
2020-05-19,"Yukon",0,11,0,0,11,1134
2020-05-20,"Alberta",19,6734,0,128,5637,221571
2020-05-20,"British Columbia",21,2466,3,149,2001,126236
2020-05-20,"Manitoba",0,290,0,7,260,35820
2020-05-20,"New Brunswick",0,120,0,0,120,21144
2020-05-20,"Newfoundland and Labrador",0,260,0,3,253,10841
2020-05-20,"NorthWest",0,5,0,0,5,2034
2020-05-20,"Nova Scotia",1,1045,1,57,956,37701
2020-05-20,"Nunavut",0,0,0,0,0,948
2020-05-20,"Ontario",439,25086,49,2066,18190,567176
2020-05-20,"Prince Edward Island",0,27,0,0,27,4556
2020-05-20,"Quebec",578,44775,71,3718,12822,346684
2020-05-20,"Repatriated",0,13,0,0,13,0
2020-05-20,"Saskatchewan",21,620,1,7,494,38332
2020-05-20,"Yukon",0,11,0,0,11,1141
2020-05-21,"Alberta",33,6767,4,132,5710,225588
2020-05-21,"British Columbia",12,2478,3,152,2020,127786
2020-05-21,"Manitoba",0,290,0,7,265,36402
2020-05-21,"New Brunswick",1,121,0,0,120,21474
2020-05-21,"Newfoundland and Labrador",0,260,0,3,253,10983
2020-05-21,"NorthWest",0,5,0,0,5,2048
2020-05-21,"Nova Scotia",1,1046,1,58,959,38124
2020-05-21,"Nunavut",0,0,0,0,0,972
2020-05-21,"Ontario",404,25490,24,2090,18509,577682
2020-05-21,"Prince Edward Island",0,27,0,0,27,4556
2020-05-21,"Quebec",720,45495,82,3800,13327,354172
2020-05-21,"Repatriated",0,13,0,0,13,0
2020-05-21,"Saskatchewan",2,622,0,7,509,38732
2020-05-21,"Yukon",0,11,0,0,11,1142
2020-05-22,"Alberta",32,6799,2,134,5801,228793
2020-05-22,"British Columbia",28,2506,3,155,2042,129942
2020-05-22,"Manitoba",2,292,0,7,267,37272
2020-05-22,"New Brunswick",0,121,0,0,120,21752
2020-05-22,"Newfoundland and Labrador",0,260,0,3,253,11105
2020-05-22,"NorthWest",0,5,0,0,5,2056
2020-05-22,"Nova Scotia",1,1047,0,58,961,38453
2020-05-22,"Nunavut",0,0,0,0,0,972
2020-05-22,"Ontario",497,25987,22,2112,18767,588958
2020-05-22,"Prince Edward Island",0,27,0,0,27,5366
2020-05-22,"Quebec",645,46140,65,3865,13819,361628
2020-05-22,"Repatriated",0,13,0,0,13,0
2020-05-22,"Saskatchewan",5,627,0,7,521,39072
2020-05-22,"Yukon",0,11,0,0,11,1145
2020-05-23,"Alberta",18,6817,1,135,5869,232774
2020-05-23,"British Columbia",10,2516,2,157,2057,129942
2020-05-23,"Manitoba",0,292,0,7,268,37870
2020-05-23,"New Brunswick",0,121,0,0,120,21989
2020-05-23,"Newfoundland and Labrador",0,260,0,3,254,11208
2020-05-23,"NorthWest",0,5,0,0,5,2056
2020-05-23,"Nova Scotia",1,1048,0,58,969,38720
2020-05-23,"Nunavut",0,0,0,0,0,972
2020-05-23,"Ontario",470,26457,27,2139,19146,599986
2020-05-23,"Prince Edward Island",0,27,0,0,27,5366
2020-05-23,"Quebec",698,46838,75,3940,14044,370820
2020-05-23,"Repatriated",0,13,0,0,13,0
2020-05-23,"Saskatchewan",3,630,0,7,535,39559
2020-05-23,"Yukon",0,11,0,0,11,1145
2020-05-24,"Alberta",42,6859,0,135,5924,236789
2020-05-24,"British Columbia",0,2516,0,157,2057,129942
2020-05-24,"Manitoba",0,292,0,7,268,38599
2020-05-24,"New Brunswick",0,121,0,0,120,22301
2020-05-24,"Newfoundland and Labrador",0,260,0,3,254,11287
2020-05-24,"NorthWest",0,5,0,0,5,2056
2020-05-24,"Nova Scotia",1,1049,0,58,973,39105
2020-05-24,"Nunavut",0,0,0,0,0,972
2020-05-24,"Ontario",338,26795,24,2163,19477,611369
2020-05-24,"Prince Edward Island",0,27,0,0,27,5366
2020-05-24,"Quebec",573,47411,44,3984,14331,380061
2020-05-24,"Repatriated",0,13,0,0,13,0
2020-05-24,"Saskatchewan",2,632,0,7,538,39925
2020-05-24,"Yukon",0,11,0,0,11,1145
2020-05-25,"Alberta",19,6878,3,138,5979,239799
2020-05-25,"British Columbia",13,2529,4,161,2102,135190
2020-05-25,"Manitoba",0,292,0,7,268,38962
2020-05-25,"New Brunswick",0,121,0,0,120,22572
2020-05-25,"Newfoundland and Labrador",0,260,0,3,254,11347
2020-05-25,"NorthWest",0,5,0,0,5,2113
2020-05-25,"Nova Scotia",1,1050,0,58,974,39509
2020-05-25,"Nunavut",0,0,0,0,0,1010
2020-05-25,"Ontario",419,27214,29,2192,19698,619539
2020-05-25,"Prince Edward Island",0,27,0,0,27,5366
2020-05-25,"Quebec",573,47984,85,4069,14654,389618
2020-05-25,"Repatriated",0,13,0,0,13,0
2020-05-25,"Saskatchewan",2,634,0,7,546,40304
2020-05-25,"Yukon",0,11,0,0,11,1145
2020-05-26,"Alberta",22,6900,1,139,6048,242781
2020-05-26,"British Columbia",11,2540,0,161,2122,136321
2020-05-26,"Manitoba",0,292,0,7,269,39321
2020-05-26,"New Brunswick",1,122,0,0,120,22920
2020-05-26,"Newfoundland and Labrador",0,260,0,3,255,11495
2020-05-26,"NorthWest",0,5,0,0,5,2116
2020-05-26,"Nova Scotia",2,1052,1,59,976,40051
2020-05-26,"Nunavut",0,0,0,0,0,1010
2020-05-26,"Ontario",326,27540,23,2215,19958,629414
2020-05-26,"Prince Edward Island",0,27,0,0,27,5732
2020-05-26,"Quebec",614,48598,70,4139,14999,395775
2020-05-26,"Repatriated",0,13,0,0,13,0
2020-05-26,"Saskatchewan",0,634,1,8,549,40509
2020-05-26,"Yukon",0,11,0,0,11,1159
2020-05-27,"Alberta",25,6925,2,141,6106,245949
2020-05-27,"British Columbia",8,2548,1,162,2144,138043
2020-05-27,"Manitoba",0,292,0,7,271,40466
2020-05-27,"New Brunswick",1,123,0,0,120,23296
2020-05-27,"Newfoundland and Labrador",0,260,0,3,255,11617
2020-05-27,"NorthWest",0,5,0,0,5,2135
2020-05-27,"Nova Scotia",1,1053,0,59,975,40494
2020-05-27,"Nunavut",0,0,0,0,0,1044
2020-05-27,"Ontario",318,27858,31,2246,20372,644547
2020-05-27,"Prince Edward Island",0,27,0,0,27,5732
2020-05-27,"Quebec",539,49137,89,4228,15319,402059
2020-05-27,"Repatriated",0,13,0,0,13,0
2020-05-27,"Saskatchewan",2,636,2,10,559,40969
2020-05-27,"Yukon",0,11,0,0,11,1163
2020-05-28,"Alberta",29,6954,2,143,6160,249705
2020-05-28,"British Columbia",9,2557,2,164,2153,140136
2020-05-28,"Manitoba",2,294,0,7,273,41191
2020-05-28,"New Brunswick",3,126,0,0,120,23693
2020-05-28,"Newfoundland and Labrador",1,261,0,3,255,11775
2020-05-28,"NorthWest",0,5,0,0,5,2161
2020-05-28,"Nova Scotia",2,1055,0,59,977,41295
2020-05-28,"Nunavut",0,0,0,0,0,1044
2020-05-28,"Ontario",383,28241,28,2274,20673,662162
2020-05-28,"Prince Edward Island",0,27,0,0,27,6150
2020-05-28,"Quebec",564,49701,74,4302,15618,409135
2020-05-28,"Repatriated",0,13,0,0,13,0
2020-05-28,"Saskatchewan",1,637,0,10,568,41605
2020-05-28,"Yukon",0,11,0,0,11,1172
2020-05-29,"Alberta",24,6978,0,143,6220,253459
2020-05-29,"British Columbia",4,2561,0,164,2170,141392
2020-05-29,"Manitoba",0,294,0,7,273,42306
2020-05-29,"New Brunswick",2,128,0,0,120,24169
2020-05-29,"Newfoundland and Labrador",0,261,0,3,255,11907
2020-05-29,"NorthWest",0,5,0,0,5,2171
2020-05-29,"Nova Scotia",0,1055,0,59,978,41969
2020-05-29,"Nunavut",0,0,0,0,0,1070
2020-05-29,"Ontario",371,28612,22,2296,20983,680687
2020-05-29,"Prince Edward Island",0,27,0,0,27,6264
2020-05-29,"Quebec",529,50230,61,4363,15908,417796
2020-05-29,"Repatriated",0,13,0,0,13,0
2020-05-29,"Saskatchewan",2,639,0,10,570,42114
2020-05-29,"Yukon",0,11,0,0,11,1176
2020-05-30,"Alberta",14,6992,0,143,6245,256227
2020-05-30,"British Columbia",11,2572,0,164,2181,141392
2020-05-30,"Manitoba",0,294,0,7,278,43008
2020-05-30,"New Brunswick",1,129,0,0,120,24867
2020-05-30,"Newfoundland and Labrador",0,261,0,3,255,12095
2020-05-30,"NorthWest",0,5,0,0,5,2171
2020-05-30,"Nova Scotia",1,1056,1,60,978,42447
2020-05-30,"Nunavut",0,0,0,0,0,1070
2020-05-30,"Ontario",327,28939,19,2315,21353,701327
2020-05-30,"Prince Edward Island",0,27,0,0,27,6264
2020-05-30,"Quebec",419,50649,76,4439,16070,428895
2020-05-30,"Repatriated",0,13,0,0,13,0
2020-05-30,"Saskatchewan",4,643,0,10,580,42674
2020-05-30,"Yukon",0,11,0,0,11,1176
2020-05-31,"Alberta",18,7010,0,143,6283,260365
2020-05-31,"British Columbia",0,2572,0,164,2181,145266
2020-05-31,"Manitoba",1,295,0,7,278,43886
2020-05-31,"New Brunswick",3,132,0,0,120,26172
2020-05-31,"Newfoundland and Labrador",0,261,0,3,255,12196
2020-05-31,"NorthWest",0,5,0,0,5,2171
2020-05-31,"Nova Scotia",0,1056,0,60,981,43000
2020-05-31,"Nunavut",0,0,0,0,0,1070
2020-05-31,"Ontario",372,29311,12,2327,21810,718341
2020-05-31,"Prince Edward Island",0,27,0,0,27,6264
2020-05-31,"Quebec",410,51059,202,4641,16346,436799
2020-05-31,"Repatriated",0,13,0,0,13,0
2020-05-31,"Saskatchewan",1,644,1,11,582,43284
2020-05-31,"Yukon",0,11,0,0,11,1176
2020-06-01,"Alberta",34,7044,0,143,6501,263074
2020-06-01,"British Columbia",24,2596,1,165,2207,146432
2020-06-01,"Manitoba",0,295,0,7,278,44692
2020-06-01,"New Brunswick",0,132,0,0,120,28462
2020-06-01,"Newfoundland and Labrador",0,261,0,3,255,12253
2020-06-01,"NorthWest",0,5,0,0,5,2230
2020-06-01,"Nova Scotia",1,1057,0,60,984,43483
2020-06-01,"Nunavut",0,0,0,0,0,1103
2020-06-01,"Ontario",464,29775,8,2335,22153,732720
2020-06-01,"Prince Edward Island",0,27,0,0,27,6627
