"country","date","cases"
"United Kingdom","2020-07-09",642
"United Kingdom","2020-07-10",512
"United Kingdom","2020-07-11",820
"United Kingdom","2020-07-12",650
"United Kingdom","2020-07-13",530
"United Kingdom","2020-07-14",1240
"United Kingdom","2020-07-15",538
"United Kingdom","2020-07-16",641
"United Kingdom","2020-07-17",687
"United Kingdom","2020-07-18",827
"United Kingdom","2020-07-19",726
"United Kingdom","2020-07-20",580
"United Kingdom","2020-07-21",445
"United Kingdom","2020-07-22",560
"United Kingdom","2020-07-23",769
"United Kingdom","2020-07-24",768
"United Kingdom","2020-07-25",767
"United Kingdom","2020-07-26",745
"United Kingdom","2020-07-27",685
"United Kingdom","2020-07-28",547
"United Kingdom","2020-07-29",797
"United Kingdom","2020-07-30",846
"United Kingdom","2020-07-31",880
"United Kingdom","2020-08-01",761
"United Kingdom","2020-08-02",743
"United Kingdom","2020-08-03",938
"United Kingdom","2020-08-04",670
"United Kingdom","2020-08-05",891
"United Kingdom","2020-08-06",950
"United Kingdom","2020-08-07",871
"United Kingdom","2020-08-08",758
"United Kingdom","2020-08-09",1062
"United Kingdom","2020-08-10",816
"United Kingdom","2020-08-11",1148
"United Kingdom","2020-08-12",1009
"United Kingdom","2020-08-13",1129
"United Kingdom","2020-08-14",1440
"United Kingdom","2020-08-15",1012
"United Kingdom","2020-08-16",1105
"United Kingdom","2020-08-17",713
"United Kingdom","2020-08-18",1089
"United Kingdom","2020-08-19",812
"United Kingdom","2020-08-20",1182
"United Kingdom","2020-08-21",1033
"United Kingdom","2020-08-22",1288
"United Kingdom","2020-08-23",1041
"United Kingdom","2020-08-24",972
"United Kingdom","2020-08-25",1184
"United Kingdom","2020-08-26",1048
"United Kingdom","2020-08-27",1522
"United Kingdom","2020-08-28",1276
"United Kingdom","2020-08-29",1108
"United Kingdom","2020-08-30",1715
"United Kingdom","2020-08-31",1406
"United Kingdom","2020-09-01",1295
"United Kingdom","2020-09-02",1508
"United Kingdom","2020-09-03",1735
"United Kingdom","2020-09-04",1940
"United Kingdom","2020-09-05",1813
"United Kingdom","2020-09-06",2988
"United Kingdom","2020-09-07",2948
"United Kingdom","2020-09-08",2460
"United Kingdom","2020-09-09",2659
"United Kingdom","2020-09-10",2919
"United Kingdom","2020-09-11",3539
"United Kingdom","2020-09-12",3497
"United Kingdom","2020-09-13",3330
"United Kingdom","2020-09-14",2621
"United Kingdom","2020-09-15",3103
"United Kingdom","2020-09-16",3991
"United Kingdom","2020-09-17",3395
"United Kingdom","2020-09-18",4322
"United Kingdom","2020-09-19",4422
"United Kingdom","2020-09-20",3899
"United Kingdom","2020-09-21",4368
"United Kingdom","2020-09-22",4926
"United Kingdom","2020-09-23",6178
"United Kingdom","2020-09-24",6634
"United Kingdom","2020-09-25",6873
"United Kingdom","2020-09-26",6041
"United Kingdom","2020-09-27",5692
"United Kingdom","2020-09-28",4044
"United Kingdom","2020-09-29",7143
"United Kingdom","2020-09-30",7108
"United Kingdom","2020-10-01",6914
"United Kingdom","2020-10-02",6968
"United Kingdom","2020-10-03",12871
"United Kingdom","2020-10-04",22961
"United Kingdom","2020-10-05",12593
"United Kingdom","2020-10-06",14542
"United Kingdom","2020-10-07",14162
"United Kingdom","2020-10-08",17540
"United Kingdom","2020-10-09",13864
"United Kingdom","2020-10-10",15165
"United Kingdom","2020-10-11",12872
"United Kingdom","2020-10-12",13972
"United Kingdom","2020-10-13",17232
"United Kingdom","2020-10-14",19724
"United Kingdom","2020-10-15",18978
"United Kingdom","2020-10-16",15635
"United Kingdom","2020-10-17",16171
"United Kingdom","2020-10-18",16981
"United Kingdom","2020-10-19",18803
"United Kingdom","2020-10-20",21330
"United Kingdom","2020-10-21",26687
"United Kingdom","2020-10-22",21238
"United Kingdom","2020-10-23",20531
"United Kingdom","2020-10-24",23012
"United Kingdom","2020-10-25",19790
"United Kingdom","2020-10-26",20890
"United Kingdom","2020-10-27",22885
"United Kingdom","2020-10-28",24700
"United Kingdom","2020-10-29",23065
"United Kingdom","2020-10-30",24405
"United Kingdom","2020-10-31",21915
"United Kingdom","2020-11-01",23254
"United Kingdom","2020-11-02",18950
"United Kingdom","2020-11-03",20018
"United Kingdom","2020-11-04",25177
"United Kingdom","2020-11-05",24138
"United Kingdom","2020-11-06",23287
"United Kingdom","2020-11-07",24957
"United Kingdom","2020-11-08",20572
"United Kingdom","2020-11-09",21350
"United Kingdom","2020-11-10",20412
"United Kingdom","2020-11-11",22950
"United Kingdom","2020-11-12",33470
"United Kingdom","2020-11-13",27301
"United Kingdom","2020-11-14",26860
"United Kingdom","2020-11-15",24962
"United Kingdom","2020-11-16",21363
"United Kingdom","2020-11-17",20051
"United Kingdom","2020-11-18",19609
"United Kingdom","2020-11-19",22915
"United Kingdom","2020-11-20",20252
"United Kingdom","2020-11-21",19875
"United Kingdom","2020-11-22",18662
"United Kingdom","2020-11-23",15450
"United Kingdom","2020-11-24",11299
"United Kingdom","2020-11-25",18213
"United Kingdom","2020-11-26",17555
"United Kingdom","2020-11-27",14739
"United Kingdom","2020-11-28",15871
"United Kingdom","2020-11-29",12155
"United Kingdom","2020-11-30",12330
"United Kingdom","2020-12-01",13429
"United Kingdom","2020-12-02",16170
"United Kingdom","2020-12-03",14878
"United Kingdom","2020-12-04",16298
"United Kingdom","2020-12-05",15539
"United Kingdom","2020-12-06",17271
"United Kingdom","2020-12-07",14718
"United Kingdom","2020-12-08",12281
"United Kingdom","2020-12-09",16578
"United Kingdom","2020-12-10",20964
"United Kingdom","2020-12-11",21672
"United Kingdom","2020-12-12",21501
"United Kingdom","2020-12-13",18447
"United Kingdom","2020-12-14",20263
"United Kingdom","2020-12-15",18450
"United Kingdom","2020-12-16",25161
"United Kingdom","2020-12-17",35383
"United Kingdom","2020-12-18",28507
"United Kingdom","2020-12-19",27052
"United Kingdom","2020-12-20",35928
"United Kingdom","2020-12-21",33364
"United Kingdom","2020-12-22",36803
"United Kingdom","2020-01-22",0
"United Kingdom","2020-01-23",0
"United Kingdom","2020-01-24",0
"United Kingdom","2020-01-25",0
"United Kingdom","2020-01-26",0
"United Kingdom","2020-01-27",0
"United Kingdom","2020-01-28",0
"United Kingdom","2020-01-29",0
"United Kingdom","2020-01-30",0
"United Kingdom","2020-01-31",0
"United Kingdom","2020-02-01",0
"United Kingdom","2020-02-02",0
"United Kingdom","2020-02-03",0
"United Kingdom","2020-02-04",0
"United Kingdom","2020-02-05",0
"United Kingdom","2020-02-06",0
"United Kingdom","2020-02-07",0
"United Kingdom","2020-02-08",0
"United Kingdom","2020-02-09",0
"United Kingdom","2020-02-10",0
"United Kingdom","2020-02-11",0
"United Kingdom","2020-02-12",0
"United Kingdom","2020-02-13",0
"United Kingdom","2020-02-14",0
"United Kingdom","2020-02-15",0
"United Kingdom","2020-02-16",0
"United Kingdom","2020-02-17",0
"United Kingdom","2020-02-18",0
"United Kingdom","2020-02-19",0
"United Kingdom","2020-02-20",0
"United Kingdom","2020-02-21",0
"United Kingdom","2020-02-22",0
"United Kingdom","2020-02-23",0
"United Kingdom","2020-02-24",0
"United Kingdom","2020-02-25",0
"United Kingdom","2020-02-26",0
"United Kingdom","2020-02-27",0
"United Kingdom","2020-02-28",0
"United Kingdom","2020-02-29",0
"United Kingdom","2020-03-01",0
"United Kingdom","2020-03-02",0
"United Kingdom","2020-03-03",0
"United Kingdom","2020-03-04",0
"United Kingdom","2020-03-05",0
"United Kingdom","2020-03-06",0
"United Kingdom","2020-03-07",0
"United Kingdom","2020-03-08",0
"United Kingdom","2020-03-09",0
"United Kingdom","2020-03-10",0
"United Kingdom","2020-03-11",0
"United Kingdom","2020-03-12",0
"United Kingdom","2020-03-13",0
"United Kingdom","2020-03-14",0
"United Kingdom","2020-03-15",0
"United Kingdom","2020-03-16",0
"United Kingdom","2020-03-17",0
"United Kingdom","2020-03-18",0
"United Kingdom","2020-03-19",0
"United Kingdom","2020-03-20",0
"United Kingdom","2020-03-21",0
"United Kingdom","2020-03-22",0
"United Kingdom","2020-03-23",0
"United Kingdom","2020-03-24",0
"United Kingdom","2020-03-25",0
"United Kingdom","2020-03-26",0
"United Kingdom","2020-03-27",0
"United Kingdom","2020-03-28",2
"United Kingdom","2020-03-29",0
"United Kingdom","2020-03-30",0
"United Kingdom","2020-03-31",0
"United Kingdom","2020-04-01",0
"United Kingdom","2020-04-02",1
"United Kingdom","2020-04-03",0
"United Kingdom","2020-04-04",0
"United Kingdom","2020-04-05",0
"United Kingdom","2020-04-06",0
"United Kingdom","2020-04-07",0
"United Kingdom","2020-04-08",0
"United Kingdom","2020-04-09",0
"United Kingdom","2020-04-10",0
"United Kingdom","2020-04-11",0
"United Kingdom","2020-04-12",0
"United Kingdom","2020-04-13",0
"United Kingdom","2020-04-14",0
"United Kingdom","2020-04-15",0
"United Kingdom","2020-04-16",0
"United Kingdom","2020-04-17",0
"United Kingdom","2020-04-18",0
"United Kingdom","2020-04-19",0
"United Kingdom","2020-04-20",0
"United Kingdom","2020-04-21",0
"United Kingdom","2020-04-22",0
"United Kingdom","2020-04-23",0
"United Kingdom","2020-04-24",0
"United Kingdom","2020-04-25",0
"United Kingdom","2020-04-26",0
"United Kingdom","2020-04-27",0
"United Kingdom","2020-04-28",0
"United Kingdom","2020-04-29",0
"United Kingdom","2020-04-30",0
"United Kingdom","2020-05-01",0
"United Kingdom","2020-05-02",0
"United Kingdom","2020-05-03",0
"United Kingdom","2020-05-04",0
"United Kingdom","2020-05-05",0
"United Kingdom","2020-05-06",0
"United Kingdom","2020-05-07",0
"United Kingdom","2020-05-08",0
"United Kingdom","2020-05-09",0
"United Kingdom","2020-05-10",0
"United Kingdom","2020-05-11",0
"United Kingdom","2020-05-12",0
"United Kingdom","2020-05-13",0
"United Kingdom","2020-05-14",0
"United Kingdom","2020-05-15",0
"United Kingdom","2020-05-16",0
"United Kingdom","2020-05-17",0
"United Kingdom","2020-05-18",0
"United Kingdom","2020-05-19",0
"United Kingdom","2020-05-20",0
"United Kingdom","2020-05-21",0
"United Kingdom","2020-05-22",0
"United Kingdom","2020-05-23",0
"United Kingdom","2020-05-24",0
"United Kingdom","2020-05-25",0
"United Kingdom","2020-05-26",0
"United Kingdom","2020-05-27",0
"United Kingdom","2020-05-28",0
"United Kingdom","2020-05-29",0
"United Kingdom","2020-05-30",0
"United Kingdom","2020-05-31",0
"United Kingdom","2020-06-01",0
"United Kingdom","2020-06-02",0
"United Kingdom","2020-06-03",0
"United Kingdom","2020-06-04",0
"United Kingdom","2020-06-05",0
"United Kingdom","2020-06-06",0
"United Kingdom","2020-06-07",0
"United Kingdom","2020-06-08",0
"United Kingdom","2020-06-09",0
"United Kingdom","2020-06-10",0
"United Kingdom","2020-06-11",0
"United Kingdom","2020-06-12",0
"United Kingdom","2020-06-13",0
"United Kingdom","2020-06-14",0
"United Kingdom","2020-06-15",0
"United Kingdom","2020-06-16",0
"United Kingdom","2020-06-17",0
"United Kingdom","2020-06-18",0
"United Kingdom","2020-06-19",0
"United Kingdom","2020-06-20",0
"United Kingdom","2020-06-21",0
"United Kingdom","2020-06-22",0
"United Kingdom","2020-06-23",0
"United Kingdom","2020-06-24",0
"United Kingdom","2020-06-25",0
"United Kingdom","2020-06-26",0
"United Kingdom","2020-06-27",0
"United Kingdom","2020-06-28",0
"United Kingdom","2020-06-29",0
"United Kingdom","2020-06-30",0
"United Kingdom","2020-07-01",0
"United Kingdom","2020-07-02",0
"United Kingdom","2020-07-03",0
"United Kingdom","2020-07-04",0
"United Kingdom","2020-07-05",0
"United Kingdom","2020-07-06",0
"United Kingdom","2020-07-07",0
"United Kingdom","2020-07-08",0
"United Kingdom","2020-07-09",0
"United Kingdom","2020-07-10",0
"United Kingdom","2020-07-11",0
"United Kingdom","2020-07-12",0
"United Kingdom","2020-07-13",0
"United Kingdom","2020-07-14",0
"United Kingdom","2020-07-15",0
"United Kingdom","2020-07-16",0
"United Kingdom","2020-07-17",0
"United Kingdom","2020-07-18",0
"United Kingdom","2020-07-19",0
"United Kingdom","2020-07-20",0
"United Kingdom","2020-07-21",0
"United Kingdom","2020-07-22",0
"United Kingdom","2020-07-23",0
"United Kingdom","2020-07-24",0
"United Kingdom","2020-07-25",0
"United Kingdom","2020-07-26",0
"United Kingdom","2020-07-27",0
"United Kingdom","2020-07-28",0
"United Kingdom","2020-07-29",0
"United Kingdom","2020-07-30",0
"United Kingdom","2020-07-31",0
"United Kingdom","2020-08-01",0
"United Kingdom","2020-08-02",0
"United Kingdom","2020-08-03",0
"United Kingdom","2020-08-04",0
"United Kingdom","2020-08-05",0
"United Kingdom","2020-08-06",0
"United Kingdom","2020-08-07",0
"United Kingdom","2020-08-08",0
"United Kingdom","2020-08-09",0
"United Kingdom","2020-08-10",0
"United Kingdom","2020-08-11",0
"United Kingdom","2020-08-12",0
"United Kingdom","2020-08-13",0
"United Kingdom","2020-08-14",0
"United Kingdom","2020-08-15",0
"United Kingdom","2020-08-16",0
"United Kingdom","2020-08-17",0
"United Kingdom","2020-08-18",0
"United Kingdom","2020-08-19",0
"United Kingdom","2020-08-20",0
"United Kingdom","2020-08-21",0
"United Kingdom","2020-08-22",0
"United Kingdom","2020-08-23",0
"United Kingdom","2020-08-24",0
"United Kingdom","2020-08-25",0
"United Kingdom","2020-08-26",0
"United Kingdom","2020-08-27",0
"United Kingdom","2020-08-28",0
"United Kingdom","2020-08-29",0
"United Kingdom","2020-08-30",0
"United Kingdom","2020-08-31",0
"United Kingdom","2020-09-01",0
"United Kingdom","2020-09-02",0
"United Kingdom","2020-09-03",0
"United Kingdom","2020-09-04",0
"United Kingdom","2020-09-05",0
"United Kingdom","2020-09-06",0
"United Kingdom","2020-09-07",0
"United Kingdom","2020-09-08",0
"United Kingdom","2020-09-09",0
"United Kingdom","2020-09-10",0
"United Kingdom","2020-09-11",0
"United Kingdom","2020-09-12",0
"United Kingdom","2020-09-13",0
"United Kingdom","2020-09-14",0
"United Kingdom","2020-09-15",0
"United Kingdom","2020-09-16",0
"United Kingdom","2020-09-17",0
"United Kingdom","2020-09-18",0
"United Kingdom","2020-09-19",0
"United Kingdom","2020-09-20",0
"United Kingdom","2020-09-21",0
"United Kingdom","2020-09-22",0
"United Kingdom","2020-09-23",0
"United Kingdom","2020-09-24",0
"United Kingdom","2020-09-25",0
"United Kingdom","2020-09-26",0
"United Kingdom","2020-09-27",0
"United Kingdom","2020-09-28",0
"United Kingdom","2020-09-29",0
"United Kingdom","2020-09-30",0
"United Kingdom","2020-10-01",0
"United Kingdom","2020-10-02",0
"United Kingdom","2020-10-03",0
"United Kingdom","2020-10-04",0
"United Kingdom","2020-10-05",0
"United Kingdom","2020-10-06",0
"United Kingdom","2020-10-07",0
"United Kingdom","2020-10-08",0
"United Kingdom","2020-10-09",0
"United Kingdom","2020-10-10",0
"United Kingdom","2020-10-11",0
"United Kingdom","2020-10-12",0
"United Kingdom","2020-10-13",0
"United Kingdom","2020-10-14",0
"United Kingdom","2020-10-15",0
"United Kingdom","2020-10-16",0
"United Kingdom","2020-10-17",0
"United Kingdom","2020-10-18",0
"United Kingdom","2020-10-19",0
"United Kingdom","2020-10-20",0
"United Kingdom","2020-10-21",0
"United Kingdom","2020-10-22",0
"United Kingdom","2020-10-23",0
"United Kingdom","2020-10-24",0
"United Kingdom","2020-10-25",0
"United Kingdom","2020-10-26",0
"United Kingdom","2020-10-27",0
"United Kingdom","2020-10-28",0
"United Kingdom","2020-10-29",0
"United Kingdom","2020-10-30",0
"United Kingdom","2020-10-31",0
"United Kingdom","2020-11-01",0
"United Kingdom","2020-11-02",0
"United Kingdom","2020-11-03",0
"United Kingdom","2020-11-04",0
"United Kingdom","2020-11-05",0
"United Kingdom","2020-11-06",0
"United Kingdom","2020-11-07",0
"United Kingdom","2020-11-08",0
"United Kingdom","2020-11-09",0
"United Kingdom","2020-11-10",0
"United Kingdom","2020-11-11",0
"United Kingdom","2020-11-12",0
"United Kingdom","2020-11-13",0
"United Kingdom","2020-11-14",0
"United Kingdom","2020-11-15",0
"United Kingdom","2020-11-16",0
"United Kingdom","2020-11-17",0
"United Kingdom","2020-11-18",0
"United Kingdom","2020-11-19",0
"United Kingdom","2020-11-20",0
"United Kingdom","2020-11-21",0
"United Kingdom","2020-11-22",0
"United Kingdom","2020-11-23",1
"United Kingdom","2020-11-24",0
"United Kingdom","2020-11-25",0
"United Kingdom","2020-11-26",0
"United Kingdom","2020-11-27",0
"United Kingdom","2020-11-28",0
"United Kingdom","2020-11-29",0
"United Kingdom","2020-11-30",2
"United Kingdom","2020-12-01",0
"United Kingdom","2020-12-02",0
"United Kingdom","2020-12-03",0
"United Kingdom","2020-12-04",1
"United Kingdom","2020-12-05",0
"United Kingdom","2020-12-06",0
"United Kingdom","2020-12-07",3
"United Kingdom","2020-12-08",0
"United Kingdom","2020-12-09",0
"United Kingdom","2020-12-10",0
"United Kingdom","2020-12-11",0
"United Kingdom","2020-12-12",0
"United Kingdom","2020-12-13",0
"United Kingdom","2020-12-14",0
"United Kingdom","2020-12-15",0
"United Kingdom","2020-12-16",0
"United Kingdom","2020-12-17",0
"United Kingdom","2020-12-18",0
"United Kingdom","2020-12-19",0
"United Kingdom","2020-12-20",0
"United Kingdom","2020-12-21",0
"United Kingdom","2020-12-22",1
"Australia","2020-01-22",0
"Australia","2020-01-23",0
"Australia","2020-01-24",0
"Australia","2020-01-25",0
"Australia","2020-01-26",0
"Australia","2020-01-27",0
"Australia","2020-01-28",0
"Australia","2020-01-29",0
"Australia","2020-01-30",0
"Australia","2020-01-31",0
"Australia","2020-02-01",0
"Australia","2020-02-02",0
"Australia","2020-02-03",0
"Australia","2020-02-04",0
"Australia","2020-02-05",0
"Australia","2020-02-06",0
"Australia","2020-02-07",0
"Australia","2020-02-08",0
"Australia","2020-02-09",0
"Australia","2020-02-10",0
"Australia","2020-02-11",0
"Australia","2020-02-12",0
"Australia","2020-02-13",0
"Australia","2020-02-14",0
"Australia","2020-02-15",0
"Australia","2020-02-16",0
"Australia","2020-02-17",0
"Australia","2020-02-18",0
"Australia","2020-02-19",0
"Australia","2020-02-20",0
"Australia","2020-02-21",0
"Australia","2020-02-22",0
"Australia","2020-02-23",0
"Australia","2020-02-24",0
"Australia","2020-02-25",0
"Australia","2020-02-26",0
"Australia","2020-02-27",0
"Australia","2020-02-28",0
"Australia","2020-02-29",0
"Australia","2020-03-01",0
"Australia","2020-03-02",0
"Australia","2020-03-03",0
"Australia","2020-03-04",0
"Australia","2020-03-05",0
"Australia","2020-03-06",0
"Australia","2020-03-07",0
"Australia","2020-03-08",0
"Australia","2020-03-09",0
"Australia","2020-03-10",0
"Australia","2020-03-11",0
"Australia","2020-03-12",0
"Australia","2020-03-13",1
"Australia","2020-03-14",0
"Australia","2020-03-15",0
"Australia","2020-03-16",1
"Australia","2020-03-17",0
"Australia","2020-03-18",1
"Australia","2020-03-19",1
"Australia","2020-03-20",2
"Australia","2020-03-21",3
"Australia","2020-03-22",10
"Australia","2020-03-23",13
"Australia","2020-03-24",7
"Australia","2020-03-25",0
"Australia","2020-03-26",14
"Australia","2020-03-27",9
"Australia","2020-03-28",9
"Australia","2020-03-29",6
"Australia","2020-03-30",1
"Australia","2020-03-31",2
"Australia","2020-04-01",4
"Australia","2020-04-02",3
"Australia","2020-04-03",4
"Australia","2020-04-04",2
"Australia","2020-04-05",3
"Australia","2020-04-06",0
"Australia","2020-04-07",0
"Australia","2020-04-08",3
"Australia","2020-04-09",1
"Australia","2020-04-10",3
"Australia","2020-04-11",0
"Australia","2020-04-12",0
"Australia","2020-04-13",-1
"Australia","2020-04-14",1
"Australia","2020-04-15",0
"Australia","2020-04-16",0
"Australia","2020-04-17",0
"Australia","2020-04-18",0
"Australia","2020-04-19",0
"Australia","2020-04-20",1
"Australia","2020-04-21",0
"Australia","2020-04-22",0
"Australia","2020-04-23",0
"Australia","2020-04-24",1
"Australia","2020-04-25",1
"Australia","2020-04-26",0
"Australia","2020-04-27",0
"Australia","2020-04-28",0
"Australia","2020-04-29",0
"Australia","2020-04-30",0
"Australia","2020-05-01",0
"Australia","2020-05-02",0
"Australia","2020-05-03",0
"Australia","2020-05-04",1
"Australia","2020-05-05",0
"Australia","2020-05-06",0
"Australia","2020-05-07",0
"Australia","2020-05-08",0
"Australia","2020-05-09",0
"Australia","2020-05-10",0
"Australia","2020-05-11",0
"Australia","2020-05-12",0
"Australia","2020-05-13",0
"Australia","2020-05-14",0
"Australia","2020-05-15",0
"Australia","2020-05-16",0
"Australia","2020-05-17",0
"Australia","2020-05-18",0
"Australia","2020-05-19",0
"Australia","2020-05-20",0
"Australia","2020-05-21",0
"Australia","2020-05-22",0
"Australia","2020-05-23",0
"Australia","2020-05-24",0
"Australia","2020-05-25",0
"Australia","2020-05-26",0
"Australia","2020-05-27",0
"Australia","2020-05-28",0
"Australia","2020-05-29",0
"Australia","2020-05-30",0
"Australia","2020-05-31",0
"Australia","2020-06-01",0
"Australia","2020-06-02",0
"Australia","2020-06-03",0
"Australia","2020-06-04",0
"Australia","2020-06-05",0
"Australia","2020-06-06",1
"Australia","2020-06-07",0
"Australia","2020-06-08",0
"Australia","2020-06-09",0
"Australia","2020-06-10",0
"Australia","2020-06-11",0
"Australia","2020-06-12",0
"Australia","2020-06-13",0
"Australia","2020-06-14",0
"Australia","2020-06-15",0
"Australia","2020-06-16",0
"Australia","2020-06-17",0
"Australia","2020-06-18",0
"Australia","2020-06-19",0
"Australia","2020-06-20",0
"Australia","2020-06-21",0
"Australia","2020-06-22",0
"Australia","2020-06-23",0
"Australia","2020-06-24",0
"Australia","2020-06-25",0
"Australia","2020-06-26",0
"Australia","2020-06-27",0
"Australia","2020-06-28",0
"Australia","2020-06-29",0
"Australia","2020-06-30",0
"Australia","2020-07-01",0
"Australia","2020-07-02",0
"Australia","2020-07-03",0
"Australia","2020-07-04",0
"Australia","2020-07-05",0
"Australia","2020-07-06",0
"Australia","2020-07-07",3
"Australia","2020-07-08",1
"Australia","2020-07-09",1
"Australia","2020-07-10",0
"Australia","2020-07-11",0
"Australia","2020-07-12",0
"Australia","2020-07-13",0
"Australia","2020-07-14",0
"Australia","2020-07-15",0
"Australia","2020-07-16",0
"Australia","2020-07-17",0
"Australia","2020-07-18",0
"Australia","2020-07-19",0
"Australia","2020-07-20",0
"Australia","2020-07-21",0
"Australia","2020-07-22",0
"Australia","2020-07-23",0
"Australia","2020-07-24",0
"Australia","2020-07-25",0
"Australia","2020-07-26",0
"Australia","2020-07-27",0
"Australia","2020-07-28",0
"Australia","2020-07-29",0
"Australia","2020-07-30",0
"Australia","2020-07-31",0
"Australia","2020-08-01",0
"Australia","2020-08-02",0
"Australia","2020-08-03",0
"Australia","2020-08-04",0
"Australia","2020-08-05",0
"Australia","2020-08-06",0
"Australia","2020-08-07",0
"Australia","2020-08-08",0
"Australia","2020-08-09",0
"Australia","2020-08-10",0
"Australia","2020-08-11",0
"Australia","2020-08-12",0
"Australia","2020-08-13",0
"Australia","2020-08-14",0
"Australia","2020-08-15",0
"Australia","2020-08-16",0
"Australia","2020-08-17",0
"Australia","2020-08-18",0
"Australia","2020-08-19",0
"Australia","2020-08-20",0
"Australia","2020-08-21",0
"Australia","2020-08-22",0
"Australia","2020-08-23",0
"Australia","2020-08-24",0
"Australia","2020-08-25",0
"Australia","2020-08-26",0
"Australia","2020-08-27",0
"Australia","2020-08-28",0
"Australia","2020-08-29",0
"Australia","2020-08-30",0
"Australia","2020-08-31",0
"Australia","2020-09-01",0
"Australia","2020-09-02",0
"Australia","2020-09-03",0
"Australia","2020-09-04",0
"Australia","2020-09-05",0
"Australia","2020-09-06",0
"Australia","2020-09-07",0
"Australia","2020-09-08",0
"Australia","2020-09-09",0
"Australia","2020-09-10",0
"Australia","2020-09-11",0
"Australia","2020-09-12",0
"Australia","2020-09-13",0
"Australia","2020-09-14",0
"Australia","2020-09-15",0
"Australia","2020-09-16",0
"Australia","2020-09-17",0
"Australia","2020-09-18",0
"Australia","2020-09-19",0
"Australia","2020-09-20",0
"Australia","2020-09-21",0
"Australia","2020-09-22",0
"Australia","2020-09-23",0
"Australia","2020-09-24",0
"Australia","2020-09-25",0
"Australia","2020-09-26",0
"Australia","2020-09-27",0
"Australia","2020-09-28",0
"Australia","2020-09-29",0
"Australia","2020-09-30",0
"Australia","2020-10-01",0
"Australia","2020-10-02",0
"Australia","2020-10-03",0
"Australia","2020-10-04",0
"Australia","2020-10-05",0
"Australia","2020-10-06",0
"Australia","2020-10-07",0
"Australia","2020-10-08",0
"Australia","2020-10-09",0
"Australia","2020-10-10",0
"Australia","2020-10-11",0
"Australia","2020-10-12",0
"Australia","2020-10-13",0
"Australia","2020-10-14",0
"Australia","2020-10-15",0
"Australia","2020-10-16",0
"Australia","2020-10-17",0
"Australia","2020-10-18",0
"Australia","2020-10-19",0
"Australia","2020-10-20",0
"Australia","2020-10-21",1
"Australia","2020-10-22",0
"Australia","2020-10-23",0
"Australia","2020-10-24",0
"Australia","2020-10-25",0
"Australia","2020-10-26",0
"Australia","2020-10-27",0
"Australia","2020-10-28",0
"Australia","2020-10-29",0
"Australia","2020-10-30",0
"Australia","2020-10-31",0
"Australia","2020-11-01",0
"Australia","2020-11-02",0
"Australia","2020-11-03",0
"Australia","2020-11-04",0
"Australia","2020-11-05",0
"Australia","2020-11-06",0
"Australia","2020-11-07",0
"Australia","2020-11-08",0
"Australia","2020-11-09",0
"Australia","2020-11-10",0
"Australia","2020-11-11",0
"Australia","2020-11-12",0
"Australia","2020-11-13",0
"Australia","2020-11-14",0
"Australia","2020-11-15",0
"Australia","2020-11-16",0
"Australia","2020-11-17",1
"Australia","2020-11-18",0
"Australia","2020-11-19",0
"Australia","2020-11-20",0
"Australia","2020-11-21",0
"Australia","2020-11-22",0
"Australia","2020-11-23",0
"Australia","2020-11-24",0
"Australia","2020-11-25",0
"Australia","2020-11-26",1
"Australia","2020-11-27",1
"Australia","2020-11-28",0
"Australia","2020-11-29",0
"Australia","2020-11-30",0
"Australia","2020-12-01",0
"Australia","2020-12-02",0
"Australia","2020-12-03",0
"Australia","2020-12-04",0
"Australia","2020-12-05",0
"Australia","2020-12-06",0
"Australia","2020-12-07",0
"Australia","2020-12-08",0
"Australia","2020-12-09",0
"Australia","2020-12-10",0
"Australia","2020-12-11",0
"Australia","2020-12-12",0
"Australia","2020-12-13",0
"Australia","2020-12-14",0
"Australia","2020-12-15",0
"Australia","2020-12-16",0
"Australia","2020-12-17",0
"Australia","2020-12-18",0
"Australia","2020-12-19",0
"Australia","2020-12-20",1
"Australia","2020-12-21",0
"Australia","2020-12-22",0
"United Kingdom","2020-01-22",0
"United Kingdom","2020-01-23",0
"United Kingdom","2020-01-24",0
"United Kingdom","2020-01-25",0
"United Kingdom","2020-01-26",0
"United Kingdom","2020-01-27",0
"United Kingdom","2020-01-28",0
"United Kingdom","2020-01-29",0
"United Kingdom","2020-01-30",0
"United Kingdom","2020-01-31",0
"United Kingdom","2020-02-01",0
"United Kingdom","2020-02-02",0
"United Kingdom","2020-02-03",0
"United Kingdom","2020-02-04",0
"United Kingdom","2020-02-05",0
"United Kingdom","2020-02-06",0
"United Kingdom","2020-02-07",0
"United Kingdom","2020-02-08",0
"United Kingdom","2020-02-09",0
"United Kingdom","2020-02-10",0
"United Kingdom","2020-02-11",0
"United Kingdom","2020-02-12",0
"United Kingdom","2020-02-13",0
"United Kingdom","2020-02-14",0
"United Kingdom","2020-02-15",0
"United Kingdom","2020-02-16",0
"United Kingdom","2020-02-17",0
"United Kingdom","2020-02-18",0
"United Kingdom","2020-02-19",0
"United Kingdom","2020-02-20",0
"United Kingdom","2020-02-21",0
"United Kingdom","2020-02-22",0
"United Kingdom","2020-02-23",0
"United Kingdom","2020-02-24",0
"United Kingdom","2020-02-25",0
